seed_type,seed_name,difficulty,base_yield,growth_days,ideal_temp,ideal_humidity,avg_temp,avg_humidity,temp_deviation,humidity_deviation,watering_consistency,temp_stress_days,humidity_stress_days,missed_watering_days,max_temp,min_temp,max_humidity,min_humidity,latest_height,latest_density,avg_height,avg_density,final_yield,yield_efficiency,daily_logs_json
red-amaranthus,Red Amaranthus,Medium,150.0,30,22.0,50.0,22.14,50.56,0.58,2.99,0.97,1,0,1,26.6,20.4,57.0,43.3,7.49,0.973,3.94,0.531,132.0,0.88,"[{""day"": 1, ""temperature"": 26.6, ""humidity"": 46.6, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.094, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 20.4, ""humidity"": 53.3, ""watered"": false, ""canopy_height"": 0.12, ""canopy_density"": 0.139, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.1, ""humidity"": 50.8, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.105, ""phase"": ""light""}, {""day"": 4, ""temperature"": 21.6, ""humidity"": 55.7, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.303, ""phase"": ""light""}, {""day"": 5, ""temperature"": 24.4, ""humidity"": 52.1, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.147, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.4, ""humidity"": 49.7, ""watered"": true, ""canopy_height"": 0.11, ""canopy_density"": 0.334, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.9, ""humidity"": 54.0, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.264, ""phase"": ""light""}, {""day"": 8, ""temperature"": 22.4, ""humidity"": 51.3, ""watered"": true, ""canopy_height"": 0.4, ""canopy_density"": 0.303, ""phase"": ""light""}, {""day"": 9, ""temperature"": 21.8, ""humidity"": 52.8, ""watered"": true, ""canopy_height"": 0.51, ""canopy_density"": 0.303, ""phase"": ""light""}, {""day"": 10, ""temperature"": 22.4, ""humidity"": 54.1, ""watered"": true, ""canopy_height"": 0.81, ""canopy_density"": 0.376, ""phase"": ""light""}, {""day"": 11, ""temperature"": 22.3, ""humidity"": 45.0, ""watered"": true, ""canopy_height"": 1.29, ""canopy_density"": 0.489, ""phase"": ""light""}, {""day"": 12, ""temperature"": 23.3, ""humidity"": 54.6, ""watered"": true, ""canopy_height"": 1.07, ""canopy_density"": 0.39, ""phase"": ""light""}, {""day"": 13, ""temperature"": 22.1, ""humidity"": 53.8, ""watered"": true, ""canopy_height"": 2.37, ""canopy_density"": 0.416, ""phase"": ""light""}, {""day"": 14, ""temperature"": 21.3, ""humidity"": 57.0, ""watered"": true, ""canopy_height"": 3.03, ""canopy_density"": 0.45, ""phase"": ""light""}, {""day"": 15, ""temperature"": 21.7, ""humidity"": 49.2, ""watered"": true, ""canopy_height"": 3.87, ""canopy_density"": 0.564, ""phase"": ""light""}, {""day"": 16, ""temperature"": 22.0, ""humidity"": 43.3, ""watered"": true, ""canopy_height"": 4.69, ""canopy_density"": 0.586, ""phase"": ""light""}, {""day"": 17, ""temperature"": 21.3, ""humidity"": 44.9, ""watered"": true, ""canopy_height"": 5.49, ""canopy_density"": 0.547, ""phase"": ""light""}, {""day"": 18, ""temperature"": 21.9, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 6.02, ""canopy_density"": 0.562, ""phase"": ""light""}, {""day"": 19, ""temperature"": 22.1, ""humidity"": 54.2, ""watered"": true, ""canopy_height"": 6.56, ""canopy_density"": 0.653, ""phase"": ""light""}, {""day"": 20, ""temperature"": 22.2, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 6.97, ""canopy_density"": 0.726, ""phase"": ""light""}, {""day"": 21, ""temperature"": 21.6, ""humidity"": 52.6, ""watered"": true, ""canopy_height"": 7.42, ""canopy_density"": 0.68, ""phase"": ""light""}, {""day"": 22, ""temperature"": 22.2, ""humidity"": 50.5, ""watered"": true, ""canopy_height"": 7.44, ""canopy_density"": 0.662, ""phase"": ""light""}, {""day"": 23, ""temperature"": 21.8, ""humidity"": 49.9, ""watered"": true, ""canopy_height"": 7.21, ""canopy_density"": 0.773, ""phase"": ""light""}, {""day"": 24, ""temperature"": 22.0, ""humidity"": 51.2, ""watered"": true, ""canopy_height"": 7.6, ""canopy_density"": 0.831, ""phase"": ""light""}, {""day"": 25, ""temperature"": 21.7, ""humidity"": 48.3, ""watered"": true, ""canopy_height"": 7.43, ""canopy_density"": 0.768, ""phase"": ""light""}, {""day"": 26, ""temperature"": 22.2, ""humidity"": 45.2, ""watered"": true, ""canopy_height"": 7.17, ""canopy_density"": 0.856, ""phase"": ""light""}, {""day"": 27, ""temperature"": 21.3, ""humidity"": 48.3, ""watered"": true, ""canopy_height"": 7.67, ""canopy_density"": 0.869, ""phase"": ""light""}, {""day"": 28, ""temperature"": 21.6, ""humidity"": 45.2, ""watered"": true, ""canopy_height"": 7.5, ""canopy_density"": 0.854, ""phase"": ""light""}, {""day"": 29, ""temperature"": 22.1, ""humidity"": 48.0, ""watered"": true, ""canopy_height"": 7.52, ""canopy_density"": 0.913, ""phase"": ""light""}, {""day"": 30, ""temperature"": 21.5, ""humidity"": 53.5, ""watered"": true, ""canopy_height"": 7.49, ""canopy_density"": 0.973, ""phase"": ""light""}]"
palak,Palak,Medium,30.0,14,22.0,50.0,23.89,53.89,3.37,8.61,0.64,6,2,5,30.2,18.1,66.1,25.0,4.38,0.563,2.88,0.374,9.0,0.3,"[{""day"": 1, ""temperature"": 24.8, ""humidity"": 25.0, ""watered"": true, ""canopy_height"": 0.48, ""canopy_density"": 0.129, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 19.5, ""humidity"": 57.3, ""watered"": true, ""canopy_height"": 0.62, ""canopy_density"": 0.133, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 25.0, ""humidity"": 62.0, ""watered"": true, ""canopy_height"": 0.74, ""canopy_density"": 0.193, ""phase"": ""light""}, {""day"": 4, ""temperature"": 27.2, ""humidity"": 55.5, ""watered"": true, ""canopy_height"": 1.3, ""canopy_density"": 0.213, ""phase"": ""light""}, {""day"": 5, ""temperature"": 30.2, ""humidity"": 45.4, ""watered"": false, ""canopy_height"": 1.46, ""canopy_density"": 0.357, ""phase"": ""light""}, {""day"": 6, ""temperature"": 26.1, ""humidity"": 55.9, ""watered"": true, ""canopy_height"": 1.98, ""canopy_density"": 0.294, ""phase"": ""light""}, {""day"": 7, ""temperature"": 23.1, ""humidity"": 53.1, ""watered"": true, ""canopy_height"": 4.08, ""canopy_density"": 0.435, ""phase"": ""light""}, {""day"": 8, ""temperature"": 28.1, ""humidity"": 55.1, ""watered"": false, ""canopy_height"": 3.41, ""canopy_density"": 0.44, ""phase"": ""light""}, {""day"": 9, ""temperature"": 21.0, ""humidity"": 56.2, ""watered"": true, ""canopy_height"": 4.02, ""canopy_density"": 0.423, ""phase"": ""light""}, {""day"": 10, ""temperature"": 22.4, ""humidity"": 63.5, ""watered"": true, ""canopy_height"": 3.95, ""canopy_density"": 0.367, ""phase"": ""light""}, {""day"": 11, ""temperature"": 18.1, ""humidity"": 47.7, ""watered"": true, ""canopy_height"": 4.32, ""canopy_density"": 0.549, ""phase"": ""light""}, {""day"": 12, ""temperature"": 26.1, ""humidity"": 48.8, ""watered"": false, ""canopy_height"": 4.86, ""canopy_density"": 0.588, ""phase"": ""light""}, {""day"": 13, ""temperature"": 23.8, ""humidity"": 66.1, ""watered"": false, ""canopy_height"": 4.79, ""canopy_density"": 0.554, ""phase"": ""light""}, {""day"": 14, ""temperature"": 19.0, ""humidity"": 62.8, ""watered"": false, ""canopy_height"": 4.38, ""canopy_density"": 0.563, ""phase"": ""light""}]"
sesame,Sesame,Medium,250.0,7,22.0,50.0,21.74,50.4,1.29,4.57,0.86,1,0,1,23.6,17.4,60.3,43.8,6.38,0.869,3.92,0.562,221.2,0.885,"[{""day"": 1, ""temperature"": 22.0, ""humidity"": 56.3, ""watered"": true, ""canopy_height"": 1.89, ""canopy_density"": 0.238, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 23.2, ""humidity"": 47.2, ""watered"": true, ""canopy_height"": 2.33, ""canopy_density"": 0.413, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 17.4, ""humidity"": 60.3, ""watered"": false, ""canopy_height"": 2.17, ""canopy_density"": 0.337, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 21.3, ""humidity"": 50.8, ""watered"": true, ""canopy_height"": 4.13, ""canopy_density"": 0.619, ""phase"": ""light""}, {""day"": 5, ""temperature"": 23.6, ""humidity"": 43.8, ""watered"": true, ""canopy_height"": 4.57, ""canopy_density"": 0.693, ""phase"": ""light""}, {""day"": 6, ""temperature"": 21.9, ""humidity"": 49.8, ""watered"": true, ""canopy_height"": 5.99, ""canopy_density"": 0.766, ""phase"": ""light""}, {""day"": 7, ""temperature"": 22.8, ""humidity"": 44.6, ""watered"": true, ""canopy_height"": 6.38, ""canopy_density"": 0.869, ""phase"": ""light""}]"
amaranth,Amaranth,Medium,150.0,30,22.0,50.0,22.19,49.85,0.36,2.22,0.97,0,0,1,24.2,21.4,57.0,45.8,7.29,0.957,3.91,0.531,139.8,0.932,"[{""day"": 1, ""temperature"": 21.7, ""humidity"": 56.3, ""watered"": false, ""canopy_height"": 0.1, ""canopy_density"": 0.159, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.7, ""humidity"": 49.4, ""watered"": true, ""canopy_height"": 0.18, ""canopy_density"": 0.153, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.1, ""humidity"": 46.1, ""watered"": true, ""canopy_height"": 0.27, ""canopy_density"": 0.156, ""phase"": ""light""}, {""day"": 4, ""temperature"": 22.8, ""humidity"": 52.5, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.146, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.9, ""humidity"": 49.3, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.306, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.1, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.339, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.5, ""humidity"": 50.3, ""watered"": true, ""canopy_height"": 0.35, ""canopy_density"": 0.317, ""phase"": ""light""}, {""day"": 8, ""temperature"": 22.5, ""humidity"": 48.2, ""watered"": true, ""canopy_height"": 0.49, ""canopy_density"": 0.298, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.3, ""humidity"": 49.1, ""watered"": true, ""canopy_height"": 0.41, ""canopy_density"": 0.269, ""phase"": ""light""}, {""day"": 10, ""temperature"": 23.8, ""humidity"": 47.4, ""watered"": true, ""canopy_height"": 0.42, ""canopy_density"": 0.178, ""phase"": ""light""}, {""day"": 11, ""temperature"": 22.3, ""humidity"": 47.5, ""watered"": true, ""canopy_height"": 0.95, ""canopy_density"": 0.41, ""phase"": ""light""}, {""day"": 12, ""temperature"": 21.8, ""humidity"": 48.0, ""watered"": true, ""canopy_height"": 1.7, ""canopy_density"": 0.428, ""phase"": ""light""}, {""day"": 13, ""temperature"": 22.2, ""humidity"": 51.2, ""watered"": true, ""canopy_height"": 1.58, ""canopy_density"": 0.414, ""phase"": ""light""}, {""day"": 14, ""temperature"": 22.1, ""humidity"": 49.1, ""watered"": true, ""canopy_height"": 2.44, ""canopy_density"": 0.492, ""phase"": ""light""}, {""day"": 15, ""temperature"": 22.1, ""humidity"": 45.8, ""watered"": true, ""canopy_height"": 3.8, ""canopy_density"": 0.502, ""phase"": ""light""}, {""day"": 16, ""temperature"": 22.3, ""humidity"": 57.0, ""watered"": true, ""canopy_height"": 4.81, ""canopy_density"": 0.61, ""phase"": ""light""}, {""day"": 17, ""temperature"": 22.3, ""humidity"": 50.7, ""watered"": true, ""canopy_height"": 5.49, ""canopy_density"": 0.634, ""phase"": ""light""}, {""day"": 18, ""temperature"": 24.2, ""humidity"": 46.2, ""watered"": true, ""canopy_height"": 5.65, ""canopy_density"": 0.624, ""phase"": ""light""}, {""day"": 19, ""temperature"": 22.1, ""humidity"": 47.5, ""watered"": true, ""canopy_height"": 6.81, ""canopy_density"": 0.632, ""phase"": ""light""}, {""day"": 20, ""temperature"": 22.1, ""humidity"": 51.5, ""watered"": true, ""canopy_height"": 6.76, ""canopy_density"": 0.675, ""phase"": ""light""}, {""day"": 21, ""temperature"": 21.9, ""humidity"": 46.3, ""watered"": true, ""canopy_height"": 7.3, ""canopy_density"": 0.696, ""phase"": ""light""}, {""day"": 22, ""temperature"": 22.4, ""humidity"": 55.0, ""watered"": true, ""canopy_height"": 7.66, ""canopy_density"": 0.706, ""phase"": ""light""}, {""day"": 23, ""temperature"": 21.4, ""humidity"": 50.5, ""watered"": true, ""canopy_height"": 7.34, ""canopy_density"": 0.842, ""phase"": ""light""}, {""day"": 24, ""temperature"": 21.8, ""humidity"": 52.7, ""watered"": true, ""canopy_height"": 7.38, ""canopy_density"": 0.794, ""phase"": ""light""}, {""day"": 25, ""temperature"": 22.0, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 7.76, ""canopy_density"": 0.836, ""phase"": ""light""}, {""day"": 26, ""temperature"": 22.1, ""humidity"": 49.8, ""watered"": true, ""canopy_height"": 7.68, ""canopy_density"": 0.827, ""phase"": ""light""}, {""day"": 27, ""temperature"": 22.2, ""humidity"": 50.4, ""watered"": true, ""canopy_height"": 7.86, ""canopy_density"": 0.744, ""phase"": ""light""}, {""day"": 28, ""temperature"": 22.2, ""humidity"": 49.5, ""watered"": true, ""canopy_height"": 7.42, ""canopy_density"": 0.886, ""phase"": ""light""}, {""day"": 29, ""temperature"": 21.9, ""humidity"": 51.5, ""watered"": true, ""canopy_height"": 7.22, ""canopy_density"": 0.895, ""phase"": ""light""}, {""day"": 30, ""temperature"": 21.8, ""humidity"": 51.5, ""watered"": true, ""canopy_height"": 7.29, ""canopy_density"": 0.957, ""phase"": ""light""}]"
groundnut,Groundnut,Medium,150.0,7,22.0,50.0,21.89,50.1,0.26,2.73,1.0,0,0,0,22.2,21.0,57.6,44.9,6.65,0.908,4.33,0.613,153.6,1.024,"[{""day"": 1, ""temperature"": 22.2, ""humidity"": 49.0, ""watered"": true, ""canopy_height"": 2.03, ""canopy_density"": 0.191, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.9, ""humidity"": 51.9, ""watered"": true, ""canopy_height"": 2.48, ""canopy_density"": 0.395, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.0, ""humidity"": 48.8, ""watered"": true, ""canopy_height"": 3.31, ""canopy_density"": 0.554, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.2, ""humidity"": 44.9, ""watered"": true, ""canopy_height"": 4.48, ""canopy_density"": 0.635, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 22.1, ""humidity"": 57.6, ""watered"": true, ""canopy_height"": 5.33, ""canopy_density"": 0.647, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 21.0, ""humidity"": 48.1, ""watered"": true, ""canopy_height"": 6.02, ""canopy_density"": 0.958, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.8, ""humidity"": 50.4, ""watered"": true, ""canopy_height"": 6.65, ""canopy_density"": 0.908, ""phase"": ""light""}]"
coriander,Coriander,Medium,50.0,10,22.0,50.0,21.43,46.38,1.45,4.28,0.9,1,1,1,24.2,15.0,51.8,27.1,6.5,1.0,3.84,0.528,15.0,0.3,"[{""day"": 1, ""temperature"": 24.2, ""humidity"": 41.9, ""watered"": true, ""canopy_height"": 0.85, ""canopy_density"": 0.208, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.2, ""humidity"": 49.6, ""watered"": true, ""canopy_height"": 1.27, ""canopy_density"": 0.204, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 15.0, ""humidity"": 27.1, ""watered"": false, ""canopy_height"": 0.92, ""canopy_density"": 0.127, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.7, ""humidity"": 46.0, ""watered"": true, ""canopy_height"": 2.81, ""canopy_density"": 0.431, ""phase"": ""light""}, {""day"": 5, ""temperature"": 22.6, ""humidity"": 47.0, ""watered"": true, ""canopy_height"": 3.85, ""canopy_density"": 0.444, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.4, ""humidity"": 50.3, ""watered"": true, ""canopy_height"": 4.23, ""canopy_density"": 0.628, ""phase"": ""light""}, {""day"": 7, ""temperature"": 22.2, ""humidity"": 51.8, ""watered"": true, ""canopy_height"": 5.44, ""canopy_density"": 0.598, ""phase"": ""light""}, {""day"": 8, ""temperature"": 21.9, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 5.74, ""canopy_density"": 0.792, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.3, ""humidity"": 50.3, ""watered"": true, ""canopy_height"": 6.83, ""canopy_density"": 0.852, ""phase"": ""light""}, {""day"": 10, ""temperature"": 19.8, ""humidity"": 48.9, ""watered"": true, ""canopy_height"": 6.5, ""canopy_density"": 1.0, ""phase"": ""light""}]"
onion,Onion,Medium,100.0,14,22.0,50.0,22.16,47.13,1.33,3.87,0.86,1,0,2,26.0,20.2,55.0,39.9,6.84,0.822,3.66,0.518,30.0,0.3,"[{""day"": 1, ""temperature"": 22.0, ""humidity"": 49.7, ""watered"": true, ""canopy_height"": 0.34, ""canopy_density"": 0.136, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.6, ""humidity"": 55.0, ""watered"": true, ""canopy_height"": 0.2, ""canopy_density"": 0.283, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.3, ""humidity"": 42.7, ""watered"": true, ""canopy_height"": 0.96, ""canopy_density"": 0.264, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.3, ""humidity"": 40.7, ""watered"": false, ""canopy_height"": 0.85, ""canopy_density"": 0.301, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.1, ""humidity"": 47.8, ""watered"": true, ""canopy_height"": 1.98, ""canopy_density"": 0.431, ""phase"": ""light""}, {""day"": 6, ""temperature"": 20.8, ""humidity"": 45.3, ""watered"": true, ""canopy_height"": 2.66, ""canopy_density"": 0.515, ""phase"": ""light""}, {""day"": 7, ""temperature"": 23.8, ""humidity"": 48.3, ""watered"": true, ""canopy_height"": 3.67, ""canopy_density"": 0.493, ""phase"": ""light""}, {""day"": 8, ""temperature"": 23.6, ""humidity"": 45.9, ""watered"": true, ""canopy_height"": 4.53, ""canopy_density"": 0.578, ""phase"": ""light""}, {""day"": 9, ""temperature"": 20.2, ""humidity"": 39.9, ""watered"": true, ""canopy_height"": 5.45, ""canopy_density"": 0.551, ""phase"": ""light""}, {""day"": 10, ""temperature"": 23.8, ""humidity"": 47.8, ""watered"": true, ""canopy_height"": 5.74, ""canopy_density"": 0.679, ""phase"": ""light""}, {""day"": 11, ""temperature"": 22.3, ""humidity"": 48.9, ""watered"": true, ""canopy_height"": 6.48, ""canopy_density"": 0.68, ""phase"": ""light""}, {""day"": 12, ""temperature"": 20.6, ""humidity"": 49.6, ""watered"": true, ""canopy_height"": 6.5, ""canopy_density"": 0.833, ""phase"": ""light""}, {""day"": 13, ""temperature"": 26.0, ""humidity"": 46.2, ""watered"": false, ""canopy_height"": 5.03, ""canopy_density"": 0.69, ""phase"": ""light""}, {""day"": 14, ""temperature"": 20.8, ""humidity"": 52.0, ""watered"": true, ""canopy_height"": 6.84, ""canopy_density"": 0.822, ""phase"": ""light""}]"
sunflower,Sunflower,Medium,300.0,6,22.0,50.0,21.77,50.07,0.8,1.17,0.67,0,0,2,23.1,20.5,52.0,48.7,5.17,0.727,3.42,0.469,267.5,0.892,"[{""day"": 1, ""temperature"": 23.1, ""humidity"": 52.0, ""watered"": true, ""canopy_height"": 1.93, ""canopy_density"": 0.235, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.3, ""humidity"": 51.7, ""watered"": false, ""canopy_height"": 2.52, ""canopy_density"": 0.285, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 21.2, ""humidity"": 48.9, ""watered"": false, ""canopy_height"": 3.15, ""canopy_density"": 0.367, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.5, ""humidity"": 49.8, ""watered"": true, ""canopy_height"": 3.63, ""canopy_density"": 0.58, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 21.2, ""humidity"": 49.3, ""watered"": true, ""canopy_height"": 4.14, ""canopy_density"": 0.618, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 22.3, ""humidity"": 48.7, ""watered"": true, ""canopy_height"": 5.17, ""canopy_density"": 0.727, ""phase"": ""light""}]"
chickpea,Chickpea,Medium,250.0,7,22.0,50.0,24.69,53.93,2.86,9.5,0.71,3,1,2,27.2,21.6,85.0,41.1,4.51,0.691,2.69,0.393,175.4,0.702,"[{""day"": 1, ""temperature"": 21.6, ""humidity"": 41.8, ""watered"": false, ""canopy_height"": 1.45, ""canopy_density"": 0.224, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 24.3, ""humidity"": 61.7, ""watered"": true, ""canopy_height"": 1.62, ""canopy_density"": 0.305, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 26.6, ""humidity"": 41.1, ""watered"": true, ""canopy_height"": 2.62, ""canopy_density"": 0.291, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 27.2, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 2.21, ""canopy_density"": 0.226, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 24.3, ""humidity"": 50.1, ""watered"": true, ""canopy_height"": 3.7, ""canopy_density"": 0.584, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 27.0, ""humidity"": 85.0, ""watered"": false, ""canopy_height"": 2.74, ""canopy_density"": 0.431, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 21.8, ""humidity"": 50.2, ""watered"": true, ""canopy_height"": 4.51, ""canopy_density"": 0.691, ""phase"": ""blackout""}]"
wheat,Wheat,Medium,100.0,7,22.0,50.0,22.39,51.09,0.96,2.29,1.0,0,0,0,24.0,20.8,54.6,47.3,6.41,0.901,4.2,0.584,97.0,0.97,"[{""day"": 1, ""temperature"": 22.5, ""humidity"": 49.2, ""watered"": true, ""canopy_height"": 1.68, ""canopy_density"": 0.227, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 23.9, ""humidity"": 53.6, ""watered"": true, ""canopy_height"": 2.42, ""canopy_density"": 0.358, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.2, ""humidity"": 54.6, ""watered"": true, ""canopy_height"": 3.64, ""canopy_density"": 0.535, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.1, ""humidity"": 47.3, ""watered"": true, ""canopy_height"": 4.45, ""canopy_density"": 0.659, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 21.2, ""humidity"": 49.3, ""watered"": true, ""canopy_height"": 5.03, ""canopy_density"": 0.618, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 20.8, ""humidity"": 50.4, ""watered"": true, ""canopy_height"": 5.75, ""canopy_density"": 0.791, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 24.0, ""humidity"": 53.2, ""watered"": true, ""canopy_height"": 6.41, ""canopy_density"": 0.901, ""phase"": ""blackout""}]"
cauliflower,Cauliflower,Medium,150.0,7,22.0,50.0,20.93,44.57,2.67,10.83,0.86,2,2,1,24.9,15.6,62.1,25.0,4.33,0.678,2.98,0.388,76.6,0.511,"[{""day"": 1, ""temperature"": 17.7, ""humidity"": 62.1, ""watered"": true, ""canopy_height"": 1.43, ""canopy_density"": 0.159, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.5, ""humidity"": 56.3, ""watered"": false, ""canopy_height"": 1.3, ""canopy_density"": 0.182, ""phase"": ""light""}, {""day"": 3, ""temperature"": 20.7, ""humidity"": 27.4, ""watered"": true, ""canopy_height"": 2.57, ""canopy_density"": 0.241, ""phase"": ""light""}, {""day"": 4, ""temperature"": 15.6, ""humidity"": 43.1, ""watered"": true, ""canopy_height"": 3.33, ""canopy_density"": 0.314, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.4, ""humidity"": 50.5, ""watered"": true, ""canopy_height"": 3.8, ""canopy_density"": 0.523, ""phase"": ""light""}, {""day"": 6, ""temperature"": 24.7, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 4.1, ""canopy_density"": 0.617, ""phase"": ""light""}, {""day"": 7, ""temperature"": 24.9, ""humidity"": 25.0, ""watered"": true, ""canopy_height"": 4.33, ""canopy_density"": 0.678, ""phase"": ""light""}]"
mustard,Mustard,Medium,200.0,6,22.0,50.0,22.2,51.38,2.4,7.92,0.83,1,1,1,29.6,19.3,70.5,41.5,4.62,0.652,3.32,0.421,136.4,0.682,"[{""day"": 1, ""temperature"": 29.6, ""humidity"": 41.5, ""watered"": true, ""canopy_height"": 1.43, ""canopy_density"": 0.11, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.2, ""humidity"": 51.6, ""watered"": true, ""canopy_height"": 2.82, ""canopy_density"": 0.386, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 19.3, ""humidity"": 44.1, ""watered"": true, ""canopy_height"": 2.91, ""canopy_density"": 0.334, ""phase"": ""light""}, {""day"": 4, ""temperature"": 20.3, ""humidity"": 55.8, ""watered"": true, ""canopy_height"": 3.71, ""canopy_density"": 0.484, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.1, ""humidity"": 70.5, ""watered"": true, ""canopy_height"": 4.42, ""canopy_density"": 0.56, ""phase"": ""light""}, {""day"": 6, ""temperature"": 20.7, ""humidity"": 44.8, ""watered"": false, ""canopy_height"": 4.62, ""canopy_density"": 0.652, ""phase"": ""light""}]"
